Planning Area,Transacted Price ($),,,,,,,,
Downtown Core,3050000,,,,,,,,
Bukit Merah,2893000,,,,,,,,
Pasir Ris,850000,,,,,,,,
Bedok,1300000,,,,,,,,
Bukit Merah,2349000,,,,,,,,
Serangoon,900000,,,,,,,,
Pasir Ris,845000,,,,,,,,
Bukit Merah,1525000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Woodlands,868000,,,,,,,,
Kallang,1388000,,,,,,,,
Tampines,708750,,,,,,,,
Jurong West,960000,,,,,,,,
Hougang,820000,,,,,,,,
Woodlands,910000,,,,,,,,
Pasir Ris,2100000,,,,,,,,
Bukit Timah,1910000,,,,,,,,
Hougang,953000,,,,,,,,
Hougang,1290000,,,,,,,,
Tampines,828800,,,,,,,,
Hougang,1456000,,,,,,,,
Bedok,1030000,,,,,,,,
Yishun,825000,,,,,,,,
Hougang,1030000,,,,,,,,
Bedok,972000,,,,,,,,
Pasir Ris,1689200,,,,,,,,
Bedok,1165000,,,,,,,,
Geylang,1370000,,,,,,,,
Clementi,1550000,,,,,,,,
Geylang,2552800,,,,,,,,
Bukit Timah,1780000,,,,,,,,
Geylang,1340000,,,,,,,,
Bukit Merah,3232000,,,,,,,,
Bedok,1380000,,,,,,,,
Bukit Merah,1750000,,,,,,,,
Sengkang,810000,,,,,,,,
Bukit Merah,1798000,,,,,,,,
Tampines,990000,,,,,,,,
Bukit Merah,1400000,,,,,,,,
Punggol,1200000,,,,,,,,
Tampines,905000,,,,,,,,
Tanglin,2900000,,,,,,,,
Punggol,678000,,,,,,,,
Bedok,1780000,,,,,,,,
Bukit Merah,1220000,,,,,,,,
Kallang,1450000,,,,,,,,
Bedok,950000,,,,,,,,
Tampines,656100,,,,,,,,
Jurong West,1188000,,,,,,,,
Geylang,760000,,,,,,,,
Bedok,938000,,,,,,,,
Punggol,1380000,,,,,,,,
Tampines,830000,,,,,,,,
Punggol,1320000,,,,,,,,
Pasir Ris,930000,,,,,,,,
Pasir Ris,515000,,,,,,,,
Bedok,1825000,,,,,,,,
Pasir Ris,1088000,,,,,,,,
Sengkang,670000,,,,,,,,
Bukit Merah,1550000,,,,,,,,
Sengkang,1120000,,,,,,,,
Pasir Ris,635000,,,,,,,,
Queenstown,1500000,,,,,,,,
Toa Payoh,1480000,,,,,,,,
Sengkang,1160000,,,,,,,,
Bukit Timah,3100000,,,,,,,,
Tampines,1157000,,,,,,,,
Pasir Ris,1300000,,,,,,,,
Bedok,700000,,,,,,,,
Bedok,630000,,,,,,,,
Bukit Merah,1480000,,,,,,,,
Pasir Ris,590000,,,,,,,,
Bukit Merah,1958000,,,,,,,,
Bukit Timah,1620000,,,,,,,,
Tampines,1514700,,,,,,,,
Punggol,1180000,,,,,,,,
Pasir Ris,930000,,,,,,,,
Bukit Batok,679000,,,,,,,,
Bishan,1690000,,,,,,,,
Marine Parade,2228000,,,,,,,,
Hougang,790000,,,,,,,,
Hougang,1390000,,,,,,,,
Serangoon,920000,,,,,,,,
Sengkang,810000,,,,,,,,
Sembawang,1288000,,,,,,,,
Sengkang,679000,,,,,,,,
Hougang,850000,,,,,,,,
Novena,1560000,,,,,,,,
Kallang,738000,,,,,,,,
Queenstown,990000,,,,,,,,
Marine Parade,2500000,,,,,,,,
Bedok,920000,,,,,,,,
Bukit Merah,2200000,,,,,,,,
Yishun,745000,,,,,,,,
Ang Mo Kio,1418040,,,,,,,,
Bukit Merah,2185000,,,,,,,,
Punggol,995000,,,,,,,,
Pasir Ris,1400000,,,,,,,,
Kallang,1970000,,,,,,,,
Bedok,1045000,,,,,,,,
Yishun,940000,,,,,,,,
Choa Chu Kang,925000,,,,,,,,
Bukit Merah,1928000,,,,,,,,
Bishan,1230000,,,,,,,,
Kallang,1450000,,,,,,,,
Bedok,1005000,,,,,,,,
Tampines,900000,,,,,,,,
Bedok,1080000,,,,,,,,
Pasir Ris,1138000,,,,,,,,
Bishan,1830000,,,,,,,,
Bishan,1215000,,,,,,,,
Bukit Panjang,1223000,,,,,,,,
Geylang,1235000,,,,,,,,
Choa Chu Kang,968000,,,,,,,,
Yishun,1330000,,,,,,,,
Punggol,990000,,,,,,,,
Tampines,891000,,,,,,,,
Hougang,1450000,,,,,,,,
Bedok,1120000,,,,,,,,
Sengkang,1085000,,,,,,,,
Hougang,1375000,,,,,,,,
Bukit Merah,3500000,,,,,,,,
Bukit Merah,2219000,,,,,,,,
Bukit Merah,1657000,,,,,,,,
Yishun,775000,,,,,,,,
Punggol,640000,,,,,,,,
Bedok,1250000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Kallang,1120000,,,,,,,,
Bedok,1380000,,,,,,,,
Bukit Merah,1770000,,,,,,,,
Bukit Merah,1100000,,,,,,,,
Geylang,1165000,,,,,,,,
Bishan,1560000,,,,,,,,
Tampines,1165000,,,,,,,,
Bedok,1151112,,,,,,,,
Kallang,1570000,,,,,,,,
Tampines,672300,,,,,,,,
Bukit Merah,1800000,,,,,,,,
Clementi,3300000,,,,,,,,
Tampines,1200000,,,,,,,,
Bedok,1280000,,,,,,,,
Bishan,1968000,,,,,,,,
River Valley,1540000,,,,,,,,
Bedok,1600000,,,,,,,,
Sengkang,1160000,,,,,,,,
Bukit Panjang,1300000,,,,,,,,
Queenstown,1863000,,,,,,,,
Bedok,2450000,,,,,,,,
Sengkang,908000,,,,,,,,
Queenstown,1674000,,,,,,,,
Serangoon,568000,,,,,,,,
Bukit Batok,1390000,,,,,,,,
Punggol,1050000,,,,,,,,
Jurong East,1550000,,,,,,,,
Bukit Merah,4857000,,,,,,,,
Choa Chu Kang,860000,,,,,,,,
Pasir Ris,590000,,,,,,,,
Geylang,960000,,,,,,,,
Geylang,1230000,,,,,,,,
Toa Payoh,715000,,,,,,,,
Yishun,783800,,,,,,,,
Kallang,1550000,,,,,,,,
Bedok,700000,,,,,,,,
Toa Payoh,1075000,,,,,,,,
Bedok,1700000,,,,,,,,
Tampines,1489590,,,,,,,,
Tampines,944460,,,,,,,,
Tampines,1026270,,,,,,,,
Sengkang,1608000,,,,,,,,
Sengkang,906500,,,,,,,,
Tampines,669060,,,,,,,,
Sengkang,670000,,,,,,,,
Tampines,688500,,,,,,,,
Tampines,660150,,,,,,,,
Tampines,959040,,,,,,,,
Tampines,705510,,,,,,,,
Tampines,663390,,,,,,,,
Pasir Ris,2145940,,,,,,,,
Tampines,1769850,,,,,,,,
Tampines,647190,,,,,,,,
Kallang,995000,,,,,,,,
Bedok,1580000,,,,,,,,
Punggol,895000,,,,,,,,
Bukit Batok,1020000,,,,,,,,
Yishun,899888,,,,,,,,
Bedok,1100000,,,,,,,,
Kallang,1150000,,,,,,,,
Yishun,800000,,,,,,,,
Punggol,595000,,,,,,,,
Novena,1740000,,,,,,,,
Bedok,1120000,,,,,,,,
Bukit Merah,1420000,,,,,,,,
Hougang,1160000,,,,,,,,
Pasir Ris,890000,,,,,,,,
Kallang,1300000,,,,,,,,
Sengkang,1260000,,,,,,,,
Sengkang,924000,,,,,,,,
Sembawang,1100000,,,,,,,,
Southern Islands,2200000,,,,,,,,
Bukit Timah,2700000,,,,,,,,
Kallang,1600000,,,,,,,,
Bukit Timah,1710000,,,,,,,,
Sengkang,810888,,,,,,,,
Hougang,1040001,,,,,,,,
Bedok,1085000,,,,,,,,
Hougang,1260000,,,,,,,,
Woodlands,800000,,,,,,,,
Pasir Ris,838000,,,,,,,,
Pasir Ris,1400000,,,,,,,,
Bedok,880000,,,,,,,,
Sengkang,1127112,,,,,,,,
Novena,1180000,,,,,,,,
Kallang,1388000,,,,,,,,
Clementi,1560000,,,,,,,,
Bukit Merah,2555000,,,,,,,,
Jurong West,965000,,,,,,,,
Kallang,1350000,,,,,,,,
Kallang,1620000,,,,,,,,
Clementi,1133000,,,,,,,,
Bukit Timah,1510000,,,,,,,,
Bukit Panjang,888000,,,,,,,,
Bukit Merah,1265000,,,,,,,,
Queenstown,1681000,,,,,,,,
Tampines,656910,,,,,,,,
Tampines,1210950,,,,,,,,
Punggol,830000,,,,,,,,
Singapore River,1800000,,,,,,,,
Bedok,1280000,,,,,,,,
Pasir Ris,620000,,,,,,,,
Clementi,972000,,,,,,,,
Tampines,1100000,,,,,,,,
Tampines,855000,,,,,,,,
Hougang,1030000,,,,,,,,
Bukit Merah,2339000,,,,,,,,
Punggol,790000,,,,,,,,
Pasir Ris,1025000,,,,,,,,
Geylang,1900000,,,,,,,,
Toa Payoh,1530000,,,,,,,,
Bukit Merah,2150000,,,,,,,,
Hougang,1350000,,,,,,,,
Sengkang,667000,,,,,,,,
Bishan,918000,,,,,,,,
Serangoon,550000,,,,,,,,
Tampines,1070000,,,,,,,,
Bukit Batok,938000,,,,,,,,
Geylang,1270000,,,,,,,,
Hougang,1150000,,,,,,,,
Pasir Ris,860000,,,,,,,,
Sengkang,893000,,,,,,,,
Bukit Merah,2080000,,,,,,,,
Bedok,1126888,,,,,,,,
Sengkang,880000,,,,,,,,
Queenstown,3200000,,,,,,,,
Bukit Merah,2000000,,,,,,,,
Bedok,1610000,,,,,,,,
Pasir Ris,820000,,,,,,,,
Hougang,775000,,,,,,,,
Hougang,1400000,,,,,,,,
Choa Chu Kang,880000,,,,,,,,
Kallang,2250000,,,,,,,,
Novena,1535000,,,,,,,,
Bukit Timah,948000,,,,,,,,
Bukit Merah,1380000,,,,,,,,
Bukit Merah,1440000,,,,,,,,
Queenstown,1450000,,,,,,,,
Tampines,980000,,,,,,,,
Kallang,1080000,,,,,,,,
Kallang,1030000,,,,,,,,
Pasir Ris,810000,,,,,,,,
Jurong West,770000,,,,,,,,
Tampines,931500,,,,,,,,
Novena,2080000,,,,,,,,
Geylang,1175000,,,,,,,,
Bukit Timah,1038000,,,,,,,,
Bedok,955000,,,,,,,,
Queenstown,1080000,,,,,,,,
Jurong East,1328000,,,,,,,,
Bukit Merah,1350000,,,,,,,,
Tampines,1632000,,,,,,,,
Choa Chu Kang,910000,,,,,,,,
Sengkang,1168000,,,,,,,,
Woodlands,700000,,,,,,,,
Sengkang,1200000,,,,,,,,
Downtown Core,3020000,,,,,,,,
Bedok,1650000,,,,,,,,
Sengkang,903000,,,,,,,,
Geylang,1050000,,,,,,,,
Kallang,1650000,,,,,,,,
Hougang,898000,,,,,,,,
Hougang,2200000,,,,,,,,
Hougang,1140000,,,,,,,,
Bukit Panjang,1525000,,,,,,,,
Bedok,1730088,,,,,,,,
Pasir Ris,1220000,,,,,,,,
Marine Parade,1630000,,,,,,,,
Kallang,713000,,,,,,,,
Bishan,1280000,,,,,,,,
Yishun,600000,,,,,,,,
Bedok,2300000,,,,,,,,
Bedok,1805000,,,,,,,,
Kallang,743000,,,,,,,,
Queenstown,2356000,,,,,,,,
Tampines,740000,,,,,,,,
Choa Chu Kang,900000,,,,,,,,
Toa Payoh,1240000,,,,,,,,
Bukit Merah,1530000,,,,,,,,
Bukit Panjang,1168000,,,,,,,,
Pasir Ris,1080000,,,,,,,,
Pasir Ris,965000,,,,,,,,
Bukit Panjang,1850000,,,,,,,,
Tampines,1350000,,,,,,,,
Sengkang,1294112,,,,,,,,
Bukit Batok,885000,,,,,,,,
Punggol,1170000,,,,,,,,
Yishun,860000,,,,,,,,
Bishan,953000,,,,,,,,
Serangoon,1445000,,,,,,,,
Sengkang,679000,,,,,,,,
Kallang,1320000,,,,,,,,
Geylang,1800000,,,,,,,,
Bishan,1145000,,,,,,,,
Pasir Ris,975000,,,,,,,,
Hougang,1420000,,,,,,,,
Sengkang,667000,,,,,,,,
Yishun,910000,,,,,,,,
Sengkang,910000,,,,,,,,
Bedok,1480000,,,,,,,,
Bukit Merah,1110000,,,,,,,,
Jurong East,1600000,,,,,,,,
Bukit Merah,1520000,,,,,,,,
Serangoon,1430000,,,,,,,,
Bukit Batok,950000,,,,,,,,
Hougang,730000,,,,,,,,
Sengkang,660000,,,,,,,,
Bukit Panjang,895000,,,,,,,,
Clementi,1000000,,,,,,,,
Pasir Ris,618000,,,,,,,,
Jurong West,1190000,,,,,,,,
Sengkang,1179112,,,,,,,,
Tampines,1283040,,,,,,,,
Sengkang,1673000,,,,,,,,
Sengkang,1531000,,,,,,,,
Tampines,653670,,,,,,,,
Tampines,838400,,,,,,,,
Tampines,1287090,,,,,,,,
Tampines,1690470,,,,,,,,
Sengkang,826000,,,,,,,,
Tampines,694980,,,,,,,,
Serangoon,1435000,,,,,,,,
Tampines,913680,,,,,,,,
Geylang,2270400,,,,,,,,
Tampines,800800,,,,,,,,
Serangoon,1442000,,,,,,,,
Sengkang,1485000,,,,,,,,
Sengkang,640000,,,,,,,,
Tampines,939600,,,,,,,,
Bukit Panjang,1230000,,,,,,,,
Pasir Ris,1290000,,,,,,,,
Woodlands,1180000,,,,,,,,
Bukit Timah,1490000,,,,,,,,
Bukit Merah,1405800,,,,,,,,
Bedok,1500000,,,,,,,,
Tampines,1100000,,,,,,,,
Pasir Ris,1150000,,,,,,,,
Sengkang,1015000,,,,,,,,
Bukit Merah,3033000,,,,,,,,
Kallang,3600000,,,,,,,,
Bedok,1080000,,,,,,,,
Clementi,1400000,,,,,,,,
Hougang,1400000,,,,,,,,
Bedok,1304112,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Pasir Ris,1280000,,,,,,,,
Sengkang,702000,,,,,,,,
Bukit Merah,1423000,,,,,,,,
Bukit Merah,1520000,,,,,,,,
Bishan,1967800,,,,,,,,
Bukit Merah,1960200,,,,,,,,
Kallang,1380000,,,,,,,,
Bukit Merah,1450000,,,,,,,,
Pasir Ris,1310000,,,,,,,,
Sengkang,643000,,,,,,,,
Bukit Batok,910000,,,,,,,,
Bedok,2133000,,,,,,,,
Rochor,2250000,,,,,,,,
Tampines,1320000,,,,,,,,
Bedok,1901000,,,,,,,,
Bedok,1015000,,,,,,,,
Bukit Timah,1770000,,,,,,,,
Bedok,1129000,,,,,,,,
Yishun,1030000,,,,,,,,
Yishun,540000,,,,,,,,
Pasir Ris,1238000,,,,,,,,
Hougang,815000,,,,,,,,
Hougang,905000,,,,,,,,
Bukit Panjang,1360000,,,,,,,,
Marine Parade,2000000,,,,,,,,
Punggol,750000,,,,,,,,
Geylang,1868000,,,,,,,,
Bukit Merah,2544000,,,,,,,,
Bukit Merah,1948000,,,,,,,,
Jurong West,1130000,,,,,,,,
Bishan,2289900,,,,,,,,
Pasir Ris,845000,,,,,,,,
Bukit Merah,1390000,,,,,,,,
Hougang,1030000,,,,,,,,
Clementi,1680000,,,,,,,,
Yishun,540000,,,,,,,,
Bukit Merah,2443000,,,,,,,,
Toa Payoh,828888,,,,,,,,
Kallang,1150000,,,,,,,,
Pasir Ris,1400000,,,,,,,,
Tampines,1330000,,,,,,,,
Sengkang,900000,,,,,,,,
Singapore River,1000000,,,,,,,,
Clementi,1650000,,,,,,,,
Clementi,960000,,,,,,,,
Bedok,2338888,,,,,,,,
Bukit Batok,950000,,,,,,,,
Kallang,755000,,,,,,,,
Choa Chu Kang,838000,,,,,,,,
Choa Chu Kang,1010000,,,,,,,,
Pasir Ris,830000,,,,,,,,
Kallang,4454700,,,,,,,,
Hougang,854800,,,,,,,,
Toa Payoh,1445000,,,,,,,,
Pasir Ris,1180000,,,,,,,,
Pasir Ris,1000000,,,,,,,,
Jurong West,1168800,,,,,,,,
Hougang,1338000,,,,,,,,
Sengkang,644000,,,,,,,,
Bukit Merah,2961420,,,,,,,,
Bishan,1400000,,,,,,,,
Bedok,1038000,,,,,,,,
Bedok,1200000,,,,,,,,
Pasir Ris,1250000,,,,,,,,
Kallang,2428000,,,,,,,,
Bukit Merah,1400000,,,,,,,,
Tampines,910000,,,,,,,,
Tampines,689310,,,,,,,,
Sengkang,844000,,,,,,,,
Bedok,1506000,,,,,,,,
Pasir Ris,810000,,,,,,,,
Pasir Ris,556000,,,,,,,,
Bukit Timah,1850000,,,,,,,,
Tampines,1715580,,,,,,,,
Bedok,945000,,,,,,,,
Tampines,1130000,,,,,,,,
Jurong West,1390000,,,,,,,,
Hougang,1943000,,,,,,,,
Hougang,985000,,,,,,,,
Queenstown,1652000,,,,,,,,
River Valley,2110300,,,,,,,,
Bedok,2000000,,,,,,,,
Bukit Merah,1463000,,,,,,,,
Pasir Ris,1030000,,,,,,,,
Tampines,650000,,,,,,,,
Tampines,879660,,,,,,,,
Bukit Timah,1670000,,,,,,,,
Tampines,1205000,,,,,,,,
Bukit Merah,1335000,,,,,,,,
Pasir Ris,820000,,,,,,,,
Sengkang,628000,,,,,,,,
Rochor,2214000,,,,,,,,
Bishan,1100000,,,,,,,,
Bedok,1100000,,,,,,,,
Tampines,1696950,,,,,,,,
Punggol,860000,,,,,,,,
Clementi,800000,,,,,,,,
Bedok,1065000,,,,,,,,
Kallang,1793000,,,,,,,,
Punggol,848000,,,,,,,,
Pasir Ris,1068000,,,,,,,,
Bukit Batok,1100000,,,,,,,,
Bedok,860000,,,,,,,,
Bukit Merah,1180000,,,,,,,,
Bishan,1100000,,,,,,,,
Tampines,802400,,,,,,,,
Serangoon,1600000,,,,,,,,
Bishan,1190000,,,,,,,,
Tampines,978000,,,,,,,,
Kallang,1220000,,,,,,,,
Pasir Ris,920000,,,,,,,,
Hougang,900000,,,,,,,,
Pasir Ris,838000,,,,,,,,
Bukit Merah,1138000,,,,,,,,
Bishan,1850000,,,,,,,,
Bukit Batok,900000,,,,,,,,
Geylang,2600000,,,,,,,,
Punggol,1160000,,,,,,,,
Punggol,898000,,,,,,,,
Bedok,900000,,,,,,,,
Clementi,1100000,,,,,,,,
Jurong West,1138000,,,,,,,,
Ang Mo Kio,1275000,,,,,,,,
Rochor,2156000,,,,,,,,
Clementi,740000,,,,,,,,
Hougang,1030000,,,,,,,,
Jurong West,1040000,,,,,,,,
Serangoon,1650000,,,,,,,,
Kallang,1560000,,,,,,,,
Rochor,2194000,,,,,,,,
Bedok,1170000,,,,,,,,
Hougang,890000,,,,,,,,
Pasir Ris,785000,,,,,,,,
Tampines,938000,,,,,,,,
Kallang,1615000,,,,,,,,
Ang Mo Kio,1300000,,,,,,,,
Sengkang,686000,,,,,,,,
Pasir Ris,1075000,,,,,,,,
Kallang,1275000,,,,,,,,
Hougang,900000,,,,,,,,
Yishun,1080000,,,,,,,,
Tampines,1175000,,,,,,,,
Kallang,1652000,,,,,,,,
Sengkang,823000,,,,,,,,
Tampines,1250000,,,,,,,,
Sengkang,1350000,,,,,,,,
Bedok,1700000,,,,,,,,
Bukit Merah,1800000,,,,,,,,
Sengkang,1011000,,,,,,,,
Bukit Merah,2716000,,,,,,,,
Tampines,653670,,,,,,,,
Sengkang,1365000,,,,,,,,
Tampines,708750,,,,,,,,
Geylang,2582100,,,,,,,,
Sengkang,1306112,,,,,,,,
Sengkang,694000,,,,,,,,
Serangoon,1845000,,,,,,,,
Bedok,1147000,,,,,,,,
Sengkang,637000,,,,,,,,
Tampines,678780,,,,,,,,
Sengkang,1125112,,,,,,,,
Pasir Ris,1001000,,,,,,,,
Pasir Ris,950000,,,,,,,,
Bukit Merah,2800000,,,,,,,,
Bedok,1133000,,,,,,,,
Bukit Merah,1269000,,,,,,,,
Pasir Ris,1165000,,,,,,,,
Bedok,1550000,,,,,,,,
Kallang,3100000,,,,,,,,
Jurong East,745000,,,,,,,,
Pasir Ris,1400000,,,,,,,,
Hougang,2280000,,,,,,,,
Bedok,738000,,,,,,,,
Sengkang,648000,,,,,,,,
Punggol,840000,,,,,,,,
Bishan,1300000,,,,,,,,
Bukit Merah,2600000,,,,,,,,
Woodlands,630000,,,,,,,,
Bukit Merah,2259000,,,,,,,,
Tanglin,2880001,,,,,,,,
Bedok,950000,,,,,,,,
Bedok,1420000,,,,,,,,
Bukit Timah,2168000,,,,,,,,
Bukit Panjang,885000,,,,,,,,
Bukit Merah,2612000,,,,,,,,
Bishan,1850200,,,,,,,,
Bukit Merah,1380000,,,,,,,,
Queenstown,1410000,,,,,,,,
Bedok,690000,,,,,,,,
Tampines,888000,,,,,,,,
Tampines,720000,,,,,,,,
Toa Payoh,1984000,,,,,,,,
Hougang,1050000,,,,,,,,
Bukit Panjang,1525000,,,,,,,,
Clementi,960000,,,,,,,,
Bedok,1930000,,,,,,,,
Queenstown,1674000,,,,,,,,
Ang Mo Kio,1175000,,,,,,,,
Bukit Merah,2800000,,,,,,,,
Pasir Ris,950000,,,,,,,,
Bedok,985000,,,,,,,,
Bukit Merah,1570000,,,,,,,,
Bukit Merah,2313000,,,,,,,,
Bukit Merah,1720000,,,,,,,,
Marine Parade,1830000,,,,,,,,
Tampines,960000,,,,,,,,
Pasir Ris,1200000,,,,,,,,
Bedok,1515000,,,,,,,,
Jurong East,1260000,,,,,,,,
Toa Payoh,1522000,,,,,,,,
Bukit Merah,2196000,,,,,,,,
Bedok,825000,,,,,,,,
Bukit Timah,1520000,,,,,,,,
Punggol,1220000,,,,,,,,
Kallang,1305000,,,,,,,,
Bishan,995000,,,,,,,,
Sembawang,1038800,,,,,,,,
Bedok,900000,,,,,,,,
Sembawang,1356200,,,,,,,,
Sengkang,647000,,,,,,,,
Sengkang,1280000,,,,,,,,
Clementi,1220000,,,,,,,,
Tampines,950000,,,,,,,,
Bukit Merah,1274000,,,,,,,,
Hougang,960000,,,,,,,,
Punggol,1500000,,,,,,,,
Jurong East,1100000,,,,,,,,
Toa Payoh,1801000,,,,,,,,
Pasir Ris,740000,,,,,,,,
Serangoon,1050000,,,,,,,,
Hougang,899000,,,,,,,,
Bedok,1125000,,,,,,,,
Jurong West,1350000,,,,,,,,
Bukit Merah,1335000,,,,,,,,
Queenstown,3249000,,,,,,,,
Tampines,1250000,,,,,,,,
Bishan,1660000,,,,,,,,
Kallang,1560000,,,,,,,,
Tampines,765000,,,,,,,,
Bukit Merah,1280000,,,,,,,,
Bukit Panjang,940000,,,,,,,,
Pasir Ris,1000000,,,,,,,,
Sengkang,958000,,,,,,,,
Toa Payoh,835000,,,,,,,,
Kallang,1720000,,,,,,,,
Bedok,1075000,,,,,,,,
Bishan,1949000,,,,,,,,
Tampines,1216620,,,,,,,,
Pasir Ris,900000,,,,,,,,
Kallang,2500000,,,,,,,,
Southern Islands,7200000,,,,,,,,
Jurong West,1478888,,,,,,,,
Bukit Panjang,1540000,,,,,,,,
Clementi,965000,,,,,,,,
Jurong West,1070000,,,,,,,,
Bukit Merah,1390000,,,,,,,,
Jurong West,1154000,,,,,,,,
Kallang,1838000,,,,,,,,
Clementi,950000,,,,,,,,
Ang Mo Kio,925000,,,,,,,,
Marine Parade,1100000,,,,,,,,
Clementi,1688000,,,,,,,,
Bukit Batok,1020000,,,,,,,,
Bedok,1480000,,,,,,,,
Bedok,890000,,,,,,,,
Bukit Batok,818000,,,,,,,,
Jurong West,980000,,,,,,,,
Bedok,1350000,,,,,,,,
Bedok,675000,,,,,,,,
Yishun,1030000,,,,,,,,
Bukit Merah,3513000,,,,,,,,
Bukit Panjang,1568000,,,,,,,,
Kallang,1209000,,,,,,,,
Rochor,2233000,,,,,,,,
Tanglin,3400000,,,,,,,,
Bedok,950000,,,,,,,,
Hougang,988000,,,,,,,,
Serangoon,1750000,,,,,,,,
Rochor,2133000,,,,,,,,
Bedok,1143000,,,,,,,,
Bukit Timah,1110000,,,,,,,,
Clementi,1532000,,,,,,,,
Bishan,1080000,,,,,,,,
Hougang,940000,,,,,,,,
Tampines,1400000,,,,,,,,
Clementi,950000,,,,,,,,
Kallang,2900000,,,,,,,,
Tampines,1668000,,,,,,,,
Tampines,958000,,,,,,,,
Ang Mo Kio,878000,,,,,,,,
Jurong West,1900000,,,,,,,,
Bishan,1100000,,,,,,,,
Hougang,1080000,,,,,,,,
Bukit Merah,1950000,,,,,,,,
Tampines,858000,,,,,,,,
Jurong West,1170000,,,,,,,,
Punggol,880000,,,,,,,,
Punggol,1725000,,,,,,,,
Pasir Ris,1050000,,,,,,,,
Ang Mo Kio,820000,,,,,,,,
Bishan,790000,,,,,,,,
Bedok,960000,,,,,,,,
Pasir Ris,765000,,,,,,,,
Jurong West,930000,,,,,,,,
Bukit Merah,1700000,,,,,,,,
Bishan,2180000,,,,,,,,
Pasir Ris,815000,,,,,,,,
Tampines,875610,,,,,,,,
Hougang,950000,,,,,,,,
Southern Islands,3150000,,,,,,,,
Pasir Ris,1208000,,,,,,,,
Bishan,1850000,,,,,,,,
Bedok,850000,,,,,,,,
Novena,2750000,,,,,,,,
Pasir Ris,928000,,,,,,,,
Sengkang,1325000,,,,,,,,
Tampines,1421600,,,,,,,,
Tampines,796800,,,,,,,,
Bedok,1688000,,,,,,,,
Rochor,3376000,,,,,,,,
Rochor,2143000,,,,,,,,
Tampines,665820,,,,,,,,
Bedok,1192000,,,,,,,,
Sengkang,1127112,,,,,,,,
Sengkang,646000,,,,,,,,
Tampines,1486350,,,,,,,,
Sengkang,654000,,,,,,,,
Queenstown,1621000,,,,,,,,
Tampines,698220,,,,,,,,
Tampines,688500,,,,,,,,
Tampines,694980,,,,,,,,
Sembawang,1183600,,,,,,,,
Tampines,656910,,,,,,,,
Tampines,672300,,,,,,,,
Toa Payoh,1862000,,,,,,,,
Tampines,980100,,,,,,,,
Ang Mo Kio,1350000,,,,,,,,
Hougang,1700000,,,,,,,,
Geylang,2230000,,,,,,,,
Bukit Batok,653000,,,,,,,,
Kallang,1200000,,,,,,,,
Bishan,1795000,,,,,,,,
Tampines,950000,,,,,,,,
Jurong East,1435000,,,,,,,,
Sengkang,1251000,,,,,,,,
Bedok,2213000,,,,,,,,
Punggol,1291000,,,,,,,,
Bedok,1800000,,,,,,,,
Clementi,1240680,,,,,,,,
Punggol,850000,,,,,,,,
Bishan,1250000,,,,,,,,
Sembawang,870000,,,,,,,,
Bukit Merah,2406000,,,,,,,,
Rochor,2430000,,,,,,,,
Bishan,1828000,,,,,,,,
Toa Payoh,1200000,,,,,,,,
Tampines,611550,,,,,,,,
Bedok,888000,,,,,,,,
Ang Mo Kio,990000,,,,,,,,
Kallang,1300000,,,,,,,,
Bukit Panjang,800000,,,,,,,,
Bukit Timah,1650000,,,,,,,,
Bedok,1250000,,,,,,,,
Tampines,988000,,,,,,,,
Serangoon,1100000,,,,,,,,
Ang Mo Kio,1400000,,,,,,,,
Punggol,650000,,,,,,,,
Pasir Ris,890000,,,,,,,,
Kallang,875000,,,,,,,,
Bedok,1390000,,,,,,,,
Novena,1910000,,,,,,,,
Kallang,1530000,,,,,,,,
Geylang,1767000,,,,,,,,
Woodlands,532000,,,,,,,,
Bukit Merah,1938000,,,,,,,,
Bishan,1360000,,,,,,,,
Sengkang,860000,,,,,,,,
Bukit Merah,1200000,,,,,,,,
Pasir Ris,1048000,,,,,,,,
Tampines,1390000,,,,,,,,
Punggol,990000,,,,,,,,
Pasir Ris,1025000,,,,,,,,
Hougang,740000,,,,,,,,
Toa Payoh,1981000,,,,,,,,
Bukit Panjang,1250000,,,,,,,,
Bishan,2104800,,,,,,,,
Tampines,802000,,,,,,,,
Bukit Batok,668000,,,,,,,,
Hougang,1318000,,,,,,,,
Geylang,1865000,,,,,,,,
Pasir Ris,765000,,,,,,,,
Pasir Ris,548000,,,,,,,,
Bishan,5215120,,,,,,,,
Jurong West,1345000,,,,,,,,
Kallang,1558000,,,,,,,,
Tampines,1260000,,,,,,,,
Woodlands,980000,,,,,,,,
Tampines,820000,,,,,,,,
Kallang,3000000,,,,,,,,
Pasir Ris,1300000,,,,,,,,
Clementi,1828000,,,,,,,,
Hougang,885000,,,,,,,,
Choa Chu Kang,745000,,,,,,,,
Yishun,858000,,,,,,,,
Hougang,1645000,,,,,,,,
Sengkang,627000,,,,,,,,
Bukit Panjang,880000,,,,,,,,
Kallang,729000,,,,,,,,
Marine Parade,1880000,,,,,,,,
Tampines,1428888,,,,,,,,
Bukit Merah,2600000,,,,,,,,
Choa Chu Kang,965000,,,,,,,,
Sengkang,1180000,,,,,,,,
